

894,Ranitidine,Ranitidine,Poor
895,Aspirin,Acetylsalicylic Acid,Good
896,Doxycycline,Doxycycline,Good
897,Losartan,Losartan Potassium,Good
898,Doxycycline,Doxycycline,Good
899,Ranitidine,Ranitidine,Good
900,Lorazepam,Lorazepam,Poor
901,Simvastatin,Simvastatin,Good
902,Losartan,Losartan Potassium,Good
903,Losartan,Losartan Potassium,Good
904,Prednisone,Prednisone,Good
905,Amoxicillin,Amoxicillin,Poor
906,Clopidogrel,Clopidogrel,Poor
907,Amoxicillin,Amoxicillin,Good
908,Ranitidine,Ranitidine,Poor
909,Lorazepam,Lorazepam,Good
910,Hydrochlorothiazide,Hydrochlorothiazide,Poor
911,Tramadol,Tramadol,Poor
912,Azithromycin,Azithromycin,Poor
913,Aspirin,Acetylsalicylic Acid,Good
914,Lorazepam,Lorazepam,Good
915,Diphenhydramine,Diphenhydramine,Poor

922,Amoxicillin,Amoxicillin,Poor

932,Ciprofloxacin,Ciprofloxacin,Poor
933,Ranitidine,Ranitidine,Good
934,Azithromycin,Azithromycin,Good
935,Metformin,Metformin Hydrochloride,Poor
936,Ranitidine,Ranitidine,Good
937,Azithromycin,Azithromycin,Good
938,Hydrochlorothiazide,Hydrochlorothiazide,Poor
939,Amoxicillin,Amoxicillin,Good
940,Ranitidine,Ranitidine,Good
941,Montelukast,Montelukast Sodium,Good
942,Paracetamol,Paracetamol,Good
943,Prednisone,Prednisone,Poor
944,Montelukast,Montelukast Sodium,Good
945,Metformin,Metformin Hydrochloride,Poor
946,Losartan,Losartan Potassium,Good
947,Hydrochlorothiazide,Hydrochlorothiazide,Good
948,Doxycycline,Doxycycline,Good
949,Montelukast,Montelukast Sodium,Good
950,Ranitidine,Ranitidine,Good
951,Doxycycline,Doxycycline,Poor
952,Paracetamol,Paracetamol,Good
953,Ciprofloxacin,Ciprofloxacin,Good
954,Ranitidine,Ranitidine,Good
955,Montelukast,Montelukast Sodium,Poor
956,Diphenhydramine,Diphenhydramine,Good
957,Doxycycline,Doxycycline,Good
958,Lorazepam,Lorazepam,Poor
959,Omeprazole,Omeprazole,Poor
960,Diphenhydramine,Diphenhydramine,Good
961,Lorazepam,Lorazepam,Poor
962,Ranitidine,Ranitidine,Good
963,Simvastatin,Simvastatin,Good
964,Tramadol,Tramadol,Poor
965,Omeprazole,Omeprazole,Poor
966,Aspirin,Acetylsalicylic Acid,Poor
967,Simvastatin,Simvastatin,Good
968,Doxycycline,Doxycycline,Good
969,Ciprofloxacin,Ciprofloxacin,Poor
970,Omeprazole,Omeprazole,Good
971,Tramadol,Tramadol,Good
972,Tramadol,Tramadol,Good
973,Losartan,Losartan Potassium,Poor
974,Montelukast,Montelukast Sodium,Good
975,Tramadol,Tramadol,Good
976,Aspirin,Acetylsalicylic Acid,Poor
988,Diphenhydramine,Diphenhydramine,Poor
989,Ciprofloxacin,Ciprofloxacin,Good
995,Montelukast,Montelukast Sodium,Poor
996,Simvastatin,Simvastatin,Poor
997,Ranitidine,Ranitidine,Good
998,Aspirin,Acetylsalicylic Acid,Good
999,Metformin,Metformin Hydrochloride,Good
1000,Simvastatin,Simvastatin,Poor
